student_id,semester_id,cumulative_gpa_before_sem,previous_semester_gpa,avg_gpa_change_from_previous_semester,total_credits,num_courses,avg_module_completion_pct,avg_video_watch_pct,avg_quiz_score,total_late_submissions,days_active,days_since_last_activity,num_failed_courses,grade_stddev_across_courses,semester_performance_class
STU10032,2026S1,3.8691367345393255,4.2698712339043725,0.400734499365047,23,8,80.72230485239766,86.22475000690824,61.231731432807294,5,110,3,0,0.2282866615173068,1
STU10033,2026S1,2.5160592023248007,3.1586962432852674,0.6426370409604667,23,8,73.37069001072642,80.78176659699551,90.50850919099432,9,14,29,1,0.12376774686438674,1
STU10034,2026S1,3.7985584695469656,3.4615566453682125,-0.33700182417875313,23,8,57.37636198217052,47.33345546726056,71.10451997268868,2,110,52,1,0.4204923202847105,1
STU10035,2026S1,3.9370028844156257,3.7638541407536237,-0.17314874366200206,23,8,67.89528203967508,50.97034679564617,50.50920633321982,3,20,46,0,0.7889376334266762,1
STU10036,2026S1,1.8148234402221453,1.7840202895242758,-0.03080315069786943,23,8,69.87928145779637,58.34489723990869,79.21713836520095,4,13,52,4,0.7883758791465781,0
STU10037,2026S1,4.016863757798053,3.794001950904966,-0.22286180689308654,23,8,73.15303470299892,41.80200538536448,67.47346408621654,3,110,0,0,0.4508036547423925,1
STU10038,2026S1,3.7030504769689743,3.956884233374126,0.2538337564051516,23,8,88.94956490591875,75.12338519777319,56.684548409173814,1,70,26,0,0.1,1
STU10039,2026S1,3.8031920954825646,3.5472972446672144,-0.25589485081535024,23,8,83.4078727530318,57.49612503373989,36.71084132219003,1,84,30,1,0.6847605168107576,1
STU10040,2026S1,4.334950767084466,4.714931716148456,0.3799809490639898,23,8,76.87549307444243,80.3208011566393,77.53245334331395,3,21,12,0,0.7699178563366128,2
STU10041,2026S1,2.6195339523983865,2.8066281271906286,0.1870941747922421,23,8,89.79163060621875,90.31761676160036,45.43908240730535,4,58,21,2,0.40201891915466503,1
STU10042,2026S1,3.8350754822855007,4.184288438140696,0.3492129558551951,23,8,68.85290168097116,36.53960904778159,100.0,7,37,6,0,0.2853503516696799,1
STU10043,2026S1,4.08591152737259,3.8313603474190843,-0.25455117995350607,23,8,64.12303998843899,57.50607817722763,32.91566756293088,2,99,15,0,0.6045550400545774,1
STU10044,2026S1,3.0366654920934515,2.921617167317587,-0.11504832477586469,23,8,79.63108421054291,39.091033457850315,65.98654173747116,4,43,26,0,0.3240618494243955,1
STU10045,2026S1,4.412492166158114,4.681887830493336,0.2693956643352218,23,8,78.47310391032384,33.25061656339001,78.52788912824863,2,65,35,0,0.1,2
STU10046,2026S1,3.5570433315913332,3.7720212884415076,0.2149779568501744,23,8,52.861390018310246,80.8906042384603,46.6934266641547,1,74,2,0,0.2078923969023963,1
STU10047,2026S1,4.44318739644417,4.357129768158268,-0.0860576282859018,23,8,97.39851544242734,74.22386029065336,52.22844457026643,2,15,43,1,0.356118180432378,2
STU10048,2026S1,4.403264535708408,4.359904796402535,-0.04335973930587311,23,8,59.71878299078733,58.68298442335252,80.30380315561776,5,42,55,1,0.9557990954881384,2
STU10049,2026S1,2.591880338558017,2.4615759542120603,-0.1303043843459566,23,8,82.94207982134094,50.99368613794384,47.8871814546305,4,56,17,0,0.3454576912140853,1
STU10050,2026S1,3.934392190067612,3.882958982724504,-0.0514332073431083,23,8,83.29142516031618,48.372651768578905,99.57139296433394,6,33,13,1,0.404859355660675,1
STU10051,2026S1,3.9507719663970273,3.661169804539012,-0.28960216185801535,23,8,28.701008556401923,73.53032615578157,66.00145254263492,7,43,0,0,0.657927724302164,1
STU10052,2026S1,4.234809438698152,3.894844202719654,-0.3399652359784979,23,8,78.4082835364085,65.36081601113011,57.44891260178175,4,81,38,1,0.6630030774060599,1
STU10053,2026S1,3.450687657703742,3.752316812387769,0.30162915468402707,23,8,99.56121779048567,52.07579942445972,94.1983877032328,5,25,18,0,0.17740442134040318,1
STU10054,2026S1,4.75663058312119,4.695009254096194,-0.061621329024996285,23,8,64.3480766874706,78.34995450915193,45.94552581882957,0,89,2,1,0.5084593667474081,2
STU10055,2026S1,3.6062376467380846,3.951635969002295,0.3453983222642103,23,8,46.531917660927704,75.65143667807317,96.1356933829504,3,25,21,1,1.0176542709842469,1
STU10056,2026S1,3.3715985925687675,3.5503940330845913,0.17879544051582386,23,8,73.24222153116892,50.587575749721495,47.3171832012358,3,107,46,2,0.7092755197869736,1
STU10057,2026S1,2.7900533258608373,2.8836564796428523,0.093603153782015,23,8,81.99076873305819,60.51499680483335,87.67078616487352,6,93,50,2,0.7921853900179636,1
STU10058,2026S1,3.26458139200104,3.051514869879505,-0.21306652212153487,23,8,73.69149536759343,87.21248854216252,98.55937170781915,1,23,40,1,0.7798497340463706,1
STU10059,2026S1,4.261474880934907,3.8982409487355056,-0.36323393219940137,23,8,60.745045649864345,84.9676915689385,63.128316555942966,1,68,49,0,0.30420487635398863,2
STU10060,2026S1,3.19222253515273,3.055149919534586,-0.13707261561814388,23,8,59.54570396120984,56.87632738146411,63.07093813351551,6,71,0,1,0.9282119726097231,1
STU10061,2026S1,2.5459377449294647,3.00551296715653,0.45957522222706526,23,8,50.66751646187831,100.0,59.868568013772304,4,99,6,1,0.37650964328127573,1
STU10062,2026S1,2.9730807030497766,3.2397677619099268,0.2666870588601502,23,8,46.8757140168873,66.49451574213029,50.92578598195041,3,75,28,1,0.43840581432456494,1
STU10063,2026S1,3.9914684808705454,3.8263442847211264,-0.16512419614941898,23,8,69.8541970830053,85.76967464350497,66.52633736258824,3,28,46,1,0.4775450435366153,1
STU10064,2026S1,3.802542624383024,3.668874555161761,-0.13366806922126262,23,8,81.36047052199561,48.973692931690266,81.32137168205436,2,70,6,1,0.9913508519660958,1
STU10065,2026S1,2.7054817752712936,2.426754931094147,-0.27872684417714666,23,8,77.38741192625166,66.95540359022759,75.58389792656699,4,75,8,1,1.0622450014626845,1
STU10066,2026S1,3.449020656896281,2.9848949731360217,-0.4641256837602592,23,8,78.7633637488255,51.68677663639035,74.15552898054386,3,35,52,2,0.14327895289415365,1
STU10067,2026S1,4.026135955638434,4.056615959629792,0.030480003991358195,23,8,84.47742176654566,36.92980832190643,51.79698041974461,2,98,47,0,0.7307361800873954,1
STU10068,2026S1,2.942326277404006,3.4598495003189242,0.5175232229149183,23,8,94.62338970288417,69.15127841721478,45.60232035697153,2,58,50,0,0.1,1
STU10069,2026S1,4.232993892526905,4.754283702559571,0.5212898100326653,23,8,75.41461768262388,63.44017225885518,96.82108363584072,3,28,31,0,0.8518760500124878,2
STU10070,2026S1,3.7996962186413397,3.9820674065749206,0.18237118793358098,23,8,80.17112388563605,91.44098962766581,40.9703593769968,2,119,57,1,0.33805285683297087,1
STU10071,2026S1,3.826953083693131,3.646151351558393,-0.18080173213473794,23,8,80.2709795335094,58.44952838287283,62.26636516867636,4,58,43,0,0.7307544032793192,1
STU10072,2026S1,3.7582042949158287,3.3233602321966664,-0.4348440627191623,23,8,77.20964107469707,75.37556226441207,78.5415626686964,2,90,49,0,0.7899438449535923,1
STU10073,2026S1,4.334385931465532,4.648504587158346,0.3141186556928135,23,8,75.28850894252098,61.88354996844495,92.38035944327648,1,39,31,1,0.2270051671499439,2
STU10074,2026S1,3.6858708657322756,3.820035906199406,0.1341650404671304,23,8,76.50470282045141,50.53775625347821,65.38599596583104,6,85,55,0,0.8755080190848835,1
STU10075,2026S1,3.2394401128701285,3.144571660876972,-0.09486845199315663,23,8,98.42281958169866,86.13036313146884,69.93838493677237,0,66,15,1,0.38168935028449746,1
STU10076,2026S1,4.675144749414356,4.530157118720674,-0.1449876306936817,23,8,96.4868473142145,57.71737893006072,56.49429862679545,3,94,4,1,0.1,2
STU10077,2026S1,4.609716553128665,4.789847526416418,0.18013097328775274,23,8,49.3932341377172,61.316846642844475,96.15492109897012,4,45,33,1,0.6636504843579671,2
STU10078,2026S1,3.0924966067675603,2.844510151413416,-0.2479864553541442,23,8,78.279262603215,46.25389711875284,89.70139753869493,4,49,47,0,0.7013130936672659,1
STU10079,2026S1,4.756270969774175,4.828040619844188,0.07176965007001268,23,8,75.10493919784085,36.22854406238097,46.99163294732803,4,37,31,0,0.8867379700214046,2
STU10080,2026S1,3.278015263787346,2.912068739759093,-0.3659465240282529,23,8,93.9025848680989,79.06376432266433,76.81343508580714,2,106,37,2,0.20185225701821669,1
STU10081,2026S1,1.8220770274556317,2.4906305033871,0.6685534759314682,23,8,74.46319331037833,68.0176995366264,62.911998240893475,2,55,39,5,0.1,0
STU10082,2026S1,4.228162697866805,4.022048482184317,-0.20611421568248822,23,8,78.77236075466702,88.36443322102807,70.6226808337367,4,82,18,0,0.4410237018261953,2
STU10083,2026S1,2.6201931223578545,2.8147128092401945,0.19451968688234,23,8,65.25118363204612,80.17888821401095,50.57567181844229,2,91,32,1,0.5060301415718688,1
STU10084,2026S1,4.356701793450376,3.9972952995498896,-0.3594064939004862,23,8,87.20156117804144,45.101042645963844,29.822944268987357,2,97,28,0,0.2792414520896328,2
STU10085,2026S1,3.4665740841573465,3.4175981364275314,-0.04897594772981506,23,8,56.34124470271923,70.06420392368669,45.045125587256024,2,41,20,1,0.33132597335074676,1
STU10086,2026S1,1.530195247439659,1.7955808144686851,0.26538556702902616,23,8,70.41975867643188,69.29058654403448,54.99911638734663,2,96,55,4,0.4841660892940617,0
STU10087,2026S1,2.0056398295517903,2.335926443738993,0.3302866141872025,23,8,59.18662070995623,90.22077013621107,56.022036760038766,3,67,36,5,0.1,0
STU10088,2026S1,3.6625467711940347,3.89153325012491,0.22898647893087531,23,8,70.4863276379305,94.66100757131085,22.817155845416572,2,85,50,0,0.3590716308231642,1
STU10089,2026S1,3.574990871530228,3.53351757273331,-0.04147329879691819,23,8,66.7656633127302,35.419476519783956,70.60544788559174,4,107,6,0,0.7745949027142071,1
STU10090,2026S1,4.25821367457366,4.058428375742001,-0.1997852988316584,23,8,87.5536120419705,91.972491723072,39.63074774272163,3,35,41,0,0.9606656041516128,2
STU10091,2026S1,2.810882465056092,2.4875793295003503,-0.32330313555574186,23,8,71.71626973229652,89.28340063551273,64.29451139360187,6,79,15,1,0.17591286883897084,1
STU10092,2026S1,4.604639684789611,5.0,0.3953603152103886,23,8,97.37728100070427,53.76492728526067,43.69003543529943,4,78,12,1,0.5834499962853608,2
STU10093,2026S1,1.7883168487960615,1.819328220792649,0.031011371996587656,23,8,71.38619572300861,69.08892148469464,32.79265677505124,5,96,38,4,1.0884617954496585,0
STU10094,2026S1,2.8816962591803055,2.968168027306875,0.08647176812656943,23,8,58.758562289202864,27.936132347056535,64.10415600385622,3,59,59,1,0.8132935810384065,1
STU10095,2026S1,2.585117559845633,2.9347285159754652,0.3496109561298324,23,8,71.35942476431933,68.99444701248997,61.390861984606765,0,119,36,0,0.7091870183819318,1
STU10096,2026S1,2.8841780760117732,3.060197461078284,0.17601938506651083,23,8,82.15230348268334,49.003698977361964,66.70137670676384,2,88,17,1,0.21896525226150942,1
STU10097,2026S1,3.395631359651413,3.357406183722123,-0.03822517592928998,23,8,100.0,80.41841438648169,93.73204797228126,5,41,9,1,1.0166744689821408,1
STU10098,2026S1,3.308794706386382,3.532115740900536,0.22332103451415408,23,8,65.32745478677325,78.26587355801627,77.7754127935916,6,67,55,0,0.4134605701518451,1
STU10099,2026S1,2.7725560342757487,2.5857921297222326,-0.1867639045535161,23,8,99.88048735846357,68.11870569543639,100.0,2,73,22,1,0.39633085048954664,1
STU10100,2026S1,4.675626681273799,4.210284238029301,-0.4653424432444986,23,8,72.15122333700549,73.93209118403956,59.47301338580328,6,86,22,0,0.7790465051768231,2
STU10101,2026S1,2.700139602096414,3.123692274701769,0.4235526726053549,23,8,68.32193239684499,54.20262688937845,52.009992416274756,2,114,55,1,0.5115328908208996,1
STU10102,2026S1,4.071303795451581,3.909542751531448,-0.16176104392013357,23,8,86.63491686550195,47.43114217773996,73.25601831246115,4,37,39,1,0.7124340163272125,1
STU10103,2026S1,2.5939978174129013,2.502710828597696,-0.09128698881520547,23,8,96.3503669220731,100.0,98.45074121820976,2,106,35,2,0.8278373912218788,1
STU10104,2026S1,3.5378504916162727,3.473025464078416,-0.0648250275378568,23,8,83.35686220942475,90.49045092791249,44.85923207001528,3,81,32,1,0.7940238645098866,1
STU10105,2026S1,3.125495486615857,2.9448338787005737,-0.18066160791528318,23,8,53.77639862864748,72.61605454146233,90.20285075655283,1,89,44,2,0.45021012254274684,1
STU10106,2026S1,3.717927314551652,4.048327473004232,0.33040015845258,23,8,79.99553526392971,65.7187457053524,73.5518252780329,2,48,41,0,1.1387256094887186,1
STU10107,2026S1,3.0079614008149207,3.1202982588775092,0.11233685806258853,23,8,100.0,100.0,57.05759264765197,3,105,11,1,1.5,1
STU10108,2026S1,4.404973280605602,4.313837210666362,-0.09113606993923984,23,8,40.83403827911981,100.0,92.05912018851433,6,89,19,0,0.6390030254990947,2
STU10109,2026S1,4.602887255089147,4.220186590778664,-0.3827006643104829,23,8,80.60128357191789,64.30491064768617,43.406810336179305,3,54,58,0,0.9781274896984029,2
STU10110,2026S1,3.738163469488141,3.8293028140963674,0.09113934460822648,23,8,70.7315278444858,50.58760861970332,77.01642073327189,8,22,33,0,0.7559706682639575,1
STU10111,2026S1,3.125475890662432,2.390292987389023,-0.735182903273409,23,8,60.96241691012399,71.04883015468228,61.660077740138824,4,29,5,1,0.537163900847077,1
STU10112,2026S1,3.437820641506284,3.507644450077118,0.06982380857083381,23,8,90.50079232708083,62.4392373259424,85.11429115389444,3,67,55,1,0.6641756301747958,1
STU10113,2026S1,4.023133964158064,4.4260880976146835,0.40295413345661935,23,8,48.93309712639349,51.05746928741577,71.02856957945848,4,28,9,1,0.4265504917857792,1
STU10114,2026S1,3.275894757568913,3.2952622804336293,0.019367522864716324,23,8,69.74687178565581,97.43969801814228,84.74746279841035,4,84,9,0,0.37716791719624176,1
STU10115,2026S1,3.941646049149141,4.30354424026695,0.36189819111780874,23,8,90.01691329659909,80.48725607493641,65.86747403065716,3,100,2,0,0.3861285635105532,2
STU10116,2026S1,4.738079774836365,4.369326503165039,-0.3687532716713262,23,8,88.30205371674735,61.85435699888544,57.17209158105195,3,89,37,1,0.69190890723909,2
STU10117,2026S1,3.2374257850655215,3.848988203652169,0.6115624185866477,23,8,83.94688309496127,61.57822874054494,63.54409983174647,3,18,27,1,0.8380255236062327,1
STU10118,2026S1,2.87571523440926,3.204900865971765,0.3291856315625048,23,8,77.59166628779028,70.25686510402343,68.29342057467495,0,86,14,0,0.6309685626507732,1
STU10119,2026S1,3.838761301585714,3.9815510602391813,0.1427897586534672,23,8,73.14006335021685,60.279519602763926,71.34203535217829,0,28,43,0,0.5786087946592279,1
STU10120,2026S1,4.729395831923927,4.549877495456848,-0.17951833646707893,23,8,67.94698232128135,58.550419676839454,77.28289612178757,4,103,8,0,0.8267321696266199,2
STU10121,2026S1,3.052334923189844,2.822978292141479,-0.2293566310483648,23,8,60.430219442308484,100.0,65.29726520450605,2,64,3,0,0.24132516754877076,1
STU10122,2026S1,3.022720142705248,3.0014479141866346,-0.021272228518613545,23,8,87.19889350306443,51.76108822289799,77.23369849121426,1,115,37,1,0.32678479692410917,1
STU10123,2026S1,4.225611257059337,4.586444725857007,0.36083346879766953,23,8,78.16442169415487,25.769729814844816,100.0,1,48,49,1,0.5676972932387153,2
STU10124,2026S1,1.8640386450288393,1.4693823957673364,-0.3946562492615029,23,8,87.64389149215165,83.08641985402747,51.96843421061618,0,26,58,5,0.3637328567547692,0
STU10125,2026S1,2.5481734103710996,2.551296563353609,0.003123152982509314,23,8,63.2807655865616,92.32849350588637,83.08386662930138,4,71,29,0,0.9472513509526679,1
STU10126,2026S1,4.721424338257442,4.941690419756577,0.22026608149913507,23,8,62.95390369564025,73.08297785571425,52.74584220532331,2,103,37,0,0.23749202987908297,2
STU10127,2026S1,2.9122824882003457,3.191087133380612,0.27880464518026615,23,8,82.4492955737354,37.77748468721412,48.01793997084087,2,102,32,0,0.4222088224042361,1
STU10128,2026S1,3.429933166639872,3.6493041169583815,0.21937095031850973,23,8,40.83786976848871,67.28185973367721,90.84005062294034,3,69,11,0,0.4647069257600329,1
STU10129,2026S1,2.554268418684717,2.1289903609241034,-0.42527805776061367,23,8,37.067643471268795,59.825781511099855,48.78611652107013,1,51,54,1,0.7210831578446715,1
STU10130,2026S1,3.355700205968077,3.6952335713243625,0.33953336535628553,23,8,90.19720581039516,96.74256922874378,64.54487767928043,5,11,34,0,0.46378818007088185,1
STU10131,2026S1,4.793386350362736,4.813544447191445,0.02015809682870895,23,8,64.39218169473415,53.09781460236491,50.59617697664951,1,59,11,1,0.188698420402791,2
STU10132,2026S1,3.5303348096790366,3.2046562628871516,-0.325678546791885,23,8,77.89557112012481,74.60940684721963,100.0,5,76,34,0,0.7860175331023954,1
STU10133,2026S1,2.9483683686313675,2.9411179064292514,-0.007250462202116115,23,8,80.69473039172033,81.9599350542032,64.4904946635448,2,29,41,1,0.6088960981277971,1
STU10134,2026S1,3.724271314688345,3.136671771694658,-0.5875995429936869,23,8,90.52696295375793,52.84813546144129,45.188226430421125,3,10,37,2,0.4460204433024213,1
STU10135,2026S1,2.893153725567951,3.0666431324710315,0.17348940690308057,23,8,68.40051968796627,58.100678893679,49.37461546081683,2,14,52,1,0.7439114163649916,1
STU10136,2026S1,2.710049188967181,2.671736349005766,-0.03831283996141499,23,8,69.22039767329498,78.66567190615123,100.0,9,106,16,2,1.0024117046448326,1
STU10137,2026S1,4.394612262398289,4.01357756552454,-0.38103469687374947,23,8,65.7689324817766,10.0,61.144122435298854,5,48,32,1,0.7200778550348554,1
STU10138,2026S1,3.064310322582285,2.977287340679519,-0.08702298190276636,23,8,84.31652081613313,97.23919820699065,63.52965777080578,4,96,33,1,0.5142047305012438,1
STU10139,2026S1,4.172488860462508,3.960249294749465,-0.21223956571304292,23,8,84.98241713131345,49.77231020559401,91.71930752850724,2,27,18,1,0.7316106684297891,2
STU10140,2026S1,2.6547546097194834,2.461679464034721,-0.19307514568476236,23,8,94.17355384607865,70.88481262161609,87.92326789909282,4,77,19,2,0.158946840427449,1
STU10141,2026S1,3.4889659924784375,2.8106561176604874,-0.6783098748179501,23,8,56.302476403454186,42.94707370293274,49.19023590547535,8,114,25,2,0.5967865198681788,1
STU10142,2026S1,4.430478532418805,3.9288295064084044,-0.5016490260104005,23,8,100.0,96.36736909332315,50.68149691060244,5,106,37,0,0.6055315821272447,2
STU10143,2026S1,3.019866694976799,2.9509569975696746,-0.0689096974071246,23,8,70.31330360030978,70.01033879562365,55.04764489045152,4,99,41,0,0.41059086246066256,1
STU10144,2026S1,4.049302613592399,3.928777435088991,-0.12052517850340827,23,8,74.2746403751219,74.27796614031224,59.11188208296514,3,31,30,1,1.100316263787827,1
STU10145,2026S1,2.5611992419786733,2.8533926905227913,0.292193448544118,23,8,77.45141116853276,81.18761352740415,79.98151626249377,1,39,9,1,0.4565890826125073,1
STU10146,2026S1,3.3285380132409843,3.139003119639841,-0.1895348936011434,23,8,61.33818325260346,91.79737553843157,63.43561353439197,6,99,49,0,0.770296911580128,1
STU10147,2026S1,3.567053405946249,3.4089590100508684,-0.15809439589538066,23,8,68.82570999707139,47.62583346226179,59.487989453097256,4,10,54,1,0.5691343421749435,1
STU10148,2026S1,4.554600335712681,4.4105283609646895,-0.14407197474799194,23,8,96.90902201624192,64.6101203340708,65.09039589972113,3,79,7,1,0.22920157627988852,2
STU10149,2026S1,4.283713518398525,4.224604600658796,-0.05910891773972882,23,8,97.14285417809468,95.25068276997013,54.823876048135304,4,90,51,0,0.20662889547589958,2
STU10150,2026S1,2.030416937234011,2.057856157341201,0.02743922010719002,23,8,78.076651031652,61.217685980206994,93.00548271617012,2,104,6,4,0.4324513044766133,0
STU10151,2026S1,4.51453109208923,4.392632808839853,-0.12189828324937757,23,8,90.65680576865294,97.33824183140626,52.45799528026512,5,60,41,1,0.6860466507379007,2
STU10152,2026S1,2.95176419650564,3.1231306427435124,0.17136644623787234,23,8,81.16268739158126,74.12159994733953,65.48196719835556,4,77,56,0,0.1,1
STU10153,2026S1,4.3460727184117385,5.0,0.6539272815882615,23,8,74.14274131999396,61.52054793485755,76.11440491106623,3,83,32,0,0.2101367013961653,2
STU10154,2026S1,4.239242138445595,3.991608969992325,-0.24763316845327044,23,8,63.69361434380839,83.86742984417161,77.14774129644613,3,70,53,1,0.4173144966351772,2
STU10155,2026S1,3.008781716185085,3.1263307192369236,0.11754900305183869,23,8,62.07817263490094,66.92609792300844,57.99548346673853,3,57,46,0,0.5580528716714496,1
STU10156,2026S1,2.5907569256490683,2.5996147995334655,0.008857873884397183,23,8,63.63466521605208,87.00364620142557,84.73624099343075,1,62,41,0,0.6172521904012863,1
STU10157,2026S1,4.115517058485377,4.429627418219402,0.3141103597340251,23,8,99.22285754802293,60.4198944358333,100.0,4,112,21,0,0.5171014745682763,2
STU10158,2026S1,3.546400823373795,3.6073007942455346,0.060899970871739484,23,8,88.09856351036422,87.13442268928688,97.43897930440203,5,43,34,0,0.4331228760198414,1
STU10159,2026S1,4.603461926851685,4.385526569739078,-0.2179353571126077,23,8,96.61468456385917,78.75030543526503,20.361091852255058,2,95,54,1,0.24280497870909495,2
STU10160,2026S1,3.657207175921135,3.307691051715633,-0.34951612420550227,23,8,80.99518818533393,63.22793991605219,63.50140796741641,2,95,8,1,0.6922170811027399,1
STU10161,2026S1,3.706097619453434,3.8892445006810927,0.18314688122765865,23,8,61.79255426911378,33.53891764803584,53.08664272580303,5,16,44,1,0.6595738192807317,1
STU10162,2026S1,2.649268342938342,2.3241277443572765,-0.32514059858106537,23,8,84.0498191377559,79.56996169517194,75.01024188625591,2,48,37,2,1.0037623953470034,1
STU10163,2026S1,4.488126870547115,4.843249016397545,0.3551221458504301,23,8,94.04611982318387,91.50158287806612,83.93806271060588,7,46,18,1,0.6282539042375953,2
STU10164,2026S1,4.505400040945163,4.671357847262419,0.1659578063172562,23,8,84.59627181162682,73.84427865622084,44.31359272557275,3,72,31,1,0.5541985454541598,2
STU10165,2026S1,4.029296966320601,4.055309711364131,0.026012745043530572,23,8,55.24814161622591,25.108698368560162,80.62287548927405,3,64,33,0,0.2709246742766564,1
